,序号,出现频率最高的地址,最高重复次数,各数据出现次数
5656,5657,北京市朝阳区金盏乡皮村甲1号2号平房,3,{'北京市朝阳区金盏乡皮村甲1号2号平房': 3}
5657,5658,北京市朝阳区金盏乡雷庄村168号,2,{'北京市朝阳区金盏乡雷庄村168号': 2}
5658,5659,北京市朝阳区金盏乡长店后街987号院西院,3,"{'北京市朝阳区金盏乡长店后街987号院西院': 3, '北京市通州区宋庄镇吴各庄村': 1, '北京市朝阳区金盏乡长店后街９８７号院西院': 1}"
5659,5660,北京市朝阳区金盏乡马各庄村东方渔场13号院,2,{'北京市朝阳区金盏乡马各庄村东方渔场13号院': 2}
5660,5661,北京市朝阳区金盏乡金盏东大队村村南1号,3,"{'北京市朝阳区金盏乡金盏东大队村村南1号': 3, '北京市朝阳区金盏乡金盏东大队村村南': 1}"
5661,5662,北京市朝阳区金盏乡曹各庄村曹各庄通信塔东侧,4,{'北京市朝阳区金盏乡曹各庄村曹各庄通信塔东侧': 4}
5662,5663,北京市朝阳区金盏乡皮村北2号院,4,"{'北京市朝阳区金盏乡皮村北2号院': 4, '北京市朝阳区金盏乡皮村北２号院': 1}"
5663,5664,北京市朝阳区金盏乡皮村中心街原二队队部,4,{'北京市朝阳区金盏乡皮村中心街原二队队部': 4}
5664,5665,北京市朝阳区金盏乡马各庄村东果园,2,{'北京市朝阳区金盏乡马各庄村东果园': 2}
5665,5666,北京市朝阳区金盏乡东窑村528号,2,{'北京市朝阳区金盏乡东窑村528号': 2}
5666,5667,北京市朝阳区金盏乡皮村工业区A栋,4,{'北京市朝阳区金盏乡皮村工业区A栋': 4}
5667,5668,北京市朝阳区金盏乡马各庄村村东,5,{'北京市朝阳区金盏乡马各庄村村东': 5}
5668,5669,北京市朝阳区金盏乡雷庄村村委会西,4,{'北京市朝阳区金盏乡雷庄村村委会西': 4}
5669,5670,北京市朝阳区金盏乡马各庄村南,1,"{'北京市朝阳区金盏乡马各庄村南': 1, '北京市朝阳区东坝乡单店村328号': 1}"
5670,5671,北京市朝阳区金盏乡马各庄村东方渔场15号,4,"{'北京市朝阳区金盏乡马各庄村东方渔场15号': 4, '北京市朝阳区金盏乡马各庄村东方渔场１５号': 1}"
5671,5672,北京市朝阳区金盏乡北马房北东苇路东,4,{'北京市朝阳区金盏乡北马房北东苇路东': 4}
5672,5673,北京市朝阳区金盏乡小店村,5,{'北京市朝阳区金盏乡小店村': 5}
5673,5674,北京市朝阳区金盏乡皮村村南,3,"{'北京市朝阳区金盏乡皮村村南': 3, '北京市朝阳区金盏乡皮村南': 2}"
5674,5675,北京市朝阳区金盏乡东苇路北马房村东,2,"{'北京市朝阳区金盏乡东苇路北马房村东': 2, '北京市朝阳区金盏乡东苇路北马房村东朝阳区金盏乡东苇路北马房村东': 1}"
5675,5676,北京市朝阳区楼梓庄乡马各庄村西,3,"{'北京市朝阳区楼梓庄乡马各庄村西': 3, '北京市朝阳区金盏乡庄乡马各庄村西朝阳区楼梓庄乡马各庄村西': 1}"
5676,5677,北京市朝阳区金盏乡楼梓庄皮村工业区二号大院,4,"{'北京市朝阳区金盏乡楼梓庄皮村工业区二号大院': 4, '北京市朝阳区金盏乡皮村工业区二号大院': 1}"
5677,5678,北京市朝阳区金盏乡北马房村,3,{'北京市朝阳区金盏乡北马房村': 3}
5678,5679,北京市朝阳区金盏乡东窑村农机场旧址,4,"{'北京市朝阳区金盏乡东窑村农机场旧址': 4, '北京市朝阳区（县）金盏乡雷庄工业区南336号': 1}"
5679,5680,北京市朝阳区金盏乡东村东,1,"{'北京市朝阳区金盏乡东村东': 1, '北京市朝阳区金盏乡金盏东大队村东': 1}"
5680,5681,北京市朝阳区金盏乡长店村村西,3,"{'北京市朝阳区金盏乡长店村村西': 3, '北京市通州区张家湾镇朝阳区金盏乡长店村村西': 1}"
5681,5682,北京市朝阳区金盏乡东窑村1号,4,{'北京市朝阳区金盏乡东窑村1号': 4}
5682,5683,北京市朝阳区楼梓庄乡黎各庄村西,2,"{'北京市朝阳区楼梓庄乡黎各庄村西': 2, '北京市朝阳区金盏地区办事处黎各庄村1250号': 2}"
5683,5684,北京市朝阳区金盏乡北马房村28号,3,{'北京市朝阳区金盏乡北马房村28号': 3}
5684,5685,北京市朝阳区金盏乡皮村路东朝阳区楼梓庄乡皮村路东,1,{'北京市朝阳区金盏乡皮村路东朝阳区楼梓庄乡皮村路东': 1}
5685,5686,北京市朝阳区金盏乡东窑村西218号,4,"{'北京市朝阳区金盏乡东窑村西218号': 4, '北京市朝阳区楼梓庄乡东窑村西218号': 1}"
5686,5687,北京市朝阳区金盏乡马各庄村,2,"{'北京市朝阳区金盏乡马各庄村': 2, '北京市朝阳区楼梓庄乡骆庄村': 1}"
5687,5688,北京市朝阳区楼梓庄乡皮村甲1号,3,"{'北京市朝阳区楼梓庄乡皮村甲1号': 3, '北京市朝阳区金盏乡皮村村西': 1, '北京市朝阳区楼梓庄乡皮村甲一号': 1}"
5688,5689,北京市朝阳区楼梓庄乡东窑村农机场旧址,3,{'北京市朝阳区楼梓庄乡东窑村农机场旧址': 3}
5689,5690,北京市朝阳区楼梓庄乡马各庄村村东,3,"{'北京市朝阳区楼梓庄乡马各庄村村东': 3, '北京市朝阳区金盏乡马各庄村村东': 1}"
5690,5691,北京市朝阳区金盏乡北马坊,3,"{'北京市朝阳区金盏乡北马坊': 3, '北京市朝阳区金盏乡北马房朝阳区金盏乡北马坊': 1}"
5691,5692,北京市朝阳区金盏乡北马房村南,3,"{'北京市朝阳区金盏乡北马房村南': 3, '北京市朝阳区金盏乡北马房村南朝阳区金盏乡北马房村南': 1}"
5692,5693,北京市朝阳区金盏乡北马房村,1,{'北京市朝阳区金盏乡北马房村': 1}
5693,5694,北京市朝阳区楼梓庄乡黎各庄村88号,5,{'北京市朝阳区楼梓庄乡黎各庄村88号': 5}
5694,5695,北京市朝阳区金盏乡长店村(国安足球场西侧),2,"{'北京市朝阳区金盏乡长店村(国安足球场西侧)': 2, '北京市朝阳区金盏乡长店村国安足球场西侧': 1, '北京市朝阳区金盏乡长店村（国安足球场西侧）': 1}"
5695,5696,北京市朝阳区楼梓庄乡马各庄村1号,4,"{'北京市朝阳区楼梓庄乡马各庄村1号': 4, '北京市朝阳区黑庄户地区办事处定辛庄西村内': 1, '北京市朝阳区黑庄户地区办事处定辛庄西村': 1}"
5696,5697,北京市朝阳区金盏乡雷庄村,4,"{'北京市朝阳区金盏乡雷庄村': 4, '北京市朝阳区金盏乡马各庄村日盛达工业区': 1}"
5697,5698,北京市朝阳区楼梓庄乡东窑村1号,4,"{'北京市朝阳区楼梓庄乡东窑村1号': 4, '北京市朝阳区金盏乡东窑村1号': 1}"
5698,5699,北京市朝阳区金盏乡皮村北院,2,"{'北京市朝阳区金盏乡皮村环岛东': 1, '北京市朝阳区金盏乡皮村北院': 2}"
5699,5700,北京市朝阳区金盏乡沙窝村西,5,{'北京市朝阳区金盏乡沙窝村西': 5}
5700,5701,北京市朝阳区楼梓庄乡马各庄村南,3,"{'北京市朝阳区楼梓庄乡马各庄村南': 3, '北京市朝阳区楼梓庄乡马各庄村南朝阳区楼梓庄乡马各庄村南': 1}"
5701,5702,北京市朝阳区金盏乡长店村后街甲1号,4,"{'北京市朝阳区金盏乡长店村后街甲1号': 4, '北京市顺义区李桥镇半壁店': 1}"
5702,5703,北京市朝阳区金盏乡东窑村村南,3,{'北京市朝阳区金盏乡东窑村村南': 3}
5703,5704,北京市朝阳区金盏乡沙窝村西金盏艺术园,1,"{'北京市朝阳区金盏乡沙窝村西金盏艺术园': 1, '北京朝阳区金盏乡沙窝村西工业开发区甲-5号': 1, '北京市朝阳区金盏乡沙窝村西工业开发区甲一5号': 1}"
5704,5705,北京市朝阳区西村村村,1,"{'北京市朝阳区西村村村': 1, '北京市朝阳区利泽中园106号楼（望京集中办公区006号）': 1, '北京市朝阳区利泽中园106号楼(望京集中办公区006号)': 1}"
5705,5706,北京市朝阳区楼梓庄乡海洼子8号,4,"{'北京市朝阳区楼梓庄乡海洼子8号': 4, '北京市朝阳区金盏乡海蛙子8号': 1}"
5706,5707,北京市朝阳区楼梓庄皮村路南侧(朝阳农场内),4,"{'北京市朝阳区楼梓庄皮村路南侧(朝阳农场内)': 4, '北京市朝阳区金盏乡皮村路南侧（朝阳农场内）': 1}"
5707,5708,北京市朝阳区金盏乡马各庄村村南,3,{'北京市朝阳区金盏乡马各庄村村南': 3}
5708,5709,北京市朝阳区金盏乡皮村北街1号,4,"{'北京市朝阳区金盏乡皮村北街1号': 4, '北京市朝阳区金盏地区办事处小店村金盏乡小店村北': 2}"
5709,5710,北京市朝阳区金盏乡雷庄东高路10号,3,"{'北京市朝阳区金盏乡雷庄东高路10号': 3, '北京市朝阳区金盏乡雷庄村东高路10号朝阳区金盏乡长店大队': 1}"
5710,5711,北京市朝阳区楼梓庄村,1,"{'北京市朝阳区楼梓庄村': 1, '北京市朝阳区金盏乡雷庄村村南': 1}"
5711,5712,北京市朝阳区金盏乡金盏南路,2,"{'北京市朝阳区金盏乡金盏南路金盏乡金盏南路': 1, '北京市朝阳区金盏乡金盏南路': 2}"
5712,5713,北京市朝阳区马各庄南开发区B区26号,2,"{'北京市朝阳马各庄南开发区B区26号': 1, '北京市朝阳区马各庄南开发区B区26号': 2}"
5713,5714,北京市朝阳区楼梓庄乡东窑村208号,2,"{'北京市朝阳区楼梓庄乡东窑村208号': 2, '北京市朝阳区楼梓庄乡东窑村208号朝阳区楼梓庄乡东窑村208号': 1}"
5714,5715,北京市朝阳区楼梓庄乡马各庄村村南,4,"{'北京市朝阳区楼梓庄乡马各庄村村南': 4, '北京市朝阳区金盏乡马各庄村村南': 1}"
5715,5716,北京市朝阳区金盏乡金盏东大队村南路1号,5,{'北京市朝阳区金盏乡金盏东大队村南路1号': 5}
5716,5717,北京市朝阳区金盏乡长店村6号,5,{'北京市朝阳区金盏乡长店村6号': 5}
5717,5718,北京市朝阳区金盏乡东窑村浴池北门,5,{'北京市朝阳区金盏乡东窑村浴池北门': 5}
5718,5719,北京市朝阳区楼梓庄乡马各庄村南工业区,3,"{'北京市朝阳区楼梓庄乡马各庄村南工业区': 3, '北京市朝阳区金盏乡马各庄村南工业区': 1}"
5719,5720,北京市朝阳区金盏乡金盏西大队村,5,{'北京市朝阳区金盏乡金盏西大队村': 5}
5720,5721,北京市朝阳区金盏乡马各庄村村南,1,"{'北京市朝阳区金盏乡马各庄村村南': 1, '北京市朝阳区楼梓庄乡马各庄村村南': 1}"
5721,5722,北京市朝阳区百子湾路石门村5号,3,"{'北京市朝阳区百子湾路石门村5号': 3, '北京市朝阳区金盏乡马各庄村朝阳区百子湾路石门村5号': 1}"
5722,5723,北京市朝阳区金盏乡雷庄村村南,4,"{'北京市朝阳区金盏乡雷庄村村南': 4, '北京市朝阳区金盏乡东窑村': 1}"
5723,5724,北京市朝阳区金盏乡皮村南,1,"{'北京市朝阳区金盏乡皮村南': 1, '北京市朝阳区楼梓庄乡楼梓庄村东': 1}"
5724,5725,北京市朝阳区楼梓庄乡东窑村,5,{'北京市朝阳区楼梓庄乡东窑村': 5}
5725,5726,北京市朝阳区金盏乡皮村村南,1,"{'北京市朝阳区金盏乡皮村村南': 1, '北京市朝阳区楼梓庄乡皮村村南': 1}"
5726,5727,北京市朝阳区楼梓庄乡皮村村北长院,4,"{'北京市朝阳区楼梓庄乡皮村村北长院': 4, '北京市朝阳区金盏乡皮村村北长院': 1}"
5727,5728,北京市朝阳区北花园街甲1号院2号楼4层424,2,"{'北京市朝阳区马各庄': 1, '北京市朝阳区北花园街甲1号院2号楼4层424': 2}"
5728,5729,北京市朝阳区金盏乡马各庄南工业区1号,5,{'北京市朝阳区金盏乡马各庄南工业区1号': 5}
5729,5730,北京市朝阳区金盏乡沙窝村,2,{'北京市朝阳区金盏乡沙窝村': 2}
5730,5731,北京市朝阳区马各庄村南工业区16号,4,"{'北京市朝阳区马各庄村南工业区16号': 4, '北京市朝阳区马各庄村南工业区B区16号': 1}"
5731,5732,北京市朝阳区金盏乡东村金盏大街南侧,5,{'北京市朝阳区金盏乡东村金盏大街南侧': 5}
5732,5733,北京市朝阳区金盏乡马各庄村,1,"{'北京市朝阳区金盏乡马各庄村': 1, '北京市朝阳区东坝乡东晓景(南院)C座2-3号': 1}"
5733,5734,北京市朝阳区金盏乡马各庄村西,5,{'北京市朝阳区金盏乡马各庄村西': 5}
5734,5735,北京市朝阳区金盏乡皮村１８６０号,1,"{'北京市朝阳区金盏乡皮村１８６０号': 1, '北京市朝阳区金盏乡皮村1860号': 1}"
5735,5736,北京市朝阳区楼梓庄十六局基地宿舍102室,2,"{'北京市朝阳区金盏乡十六局基地宿舍１０２室': 1, '北京市朝阳区楼梓庄十六局基地宿舍102室': 2}"
5736,5737,北京市朝阳区金盏乡皮村魏家地,3,{'北京市朝阳区金盏乡皮村魏家地': 3}
5737,5738,北京市朝阳区金盏乡马各庄大队村东,5,{'北京市朝阳区金盏乡马各庄大队村东': 5}
5738,5739,北京市朝阳区金盏乡马各庄村南,3,{'北京市朝阳区金盏乡马各庄村南': 3}
5739,5740,北京市朝阳区金盏乡长店村村东,3,{'北京市朝阳区金盏乡长店村村东': 3}
5740,5741,北京市朝阳区金盏乡马各庄村南,2,{'北京市朝阳区金盏乡马各庄村南': 2}
5741,5742,北京市朝阳区金盏乡皮村北巷（铁道部第十六工程局）,1,"{'北京市朝阳区金盏乡皮村北巷（铁道部第十六工程局）': 1, '北京市朝阳区楼梓庄乡皮村北巷(铁道部第十六工程局)': 1, '北京市朝阳区楼梓庄乡皮村北巷（铁道部第十六工程局）': 1}"
5742,5743,北京市朝阳区金盏乡金盏南路1号,4,"{'北京市朝阳区金盏乡金盏南路1号': 4, '北京市朝阳区金盏乡东村金盏南路１号': 1}"
5743,5744,北京市朝阳区金盏乡马各庄784号,4,{'北京市朝阳区金盏乡马各庄784号': 4}
5744,5745,北京市朝阳区金盏乡马各庄村村东,2,{'北京市朝阳区金盏乡马各庄村村东': 2}
5745,5746,北京市朝阳区金盏乡东窑村村南,3,"{'北京市朝阳区金盏乡东窑村村南': 3, '北京市朝阳区金盏乡东窑村村南东窑村村南': 1}"
5746,5747,北京市朝阳区金盏乡沙窝村西,4,{'北京市朝阳区金盏乡沙窝村西': 4}
5747,5748,北京市朝阳区金盏乡东窑村北,2,"{'北京市朝阳区金盏乡东窑村北': 2, '北京市朝阳区金盏乡雷庄村113号': 1}"
5748,5749,北京市朝阳区金盏乡马各庄村,2,"{'北京市朝阳区金盏乡马各庄村': 2, '北京市朝阳区金盏地区办事处马各庄村马各庄村东': 2}"
5749,5750,北京市朝阳区金盏乡黎各庄村,4,{'北京市朝阳区金盏乡黎各庄村': 4}
5750,5751,北京市朝阳区朝阳公园路3号01层3-2内C5单元,3,"{'北京市朝阳区朝阳公园路3号01层3-2内C5单元': 3, '北京市朝阳区金盏乡东窑村西218号院北侧': 2}"
5751,5752,北京市朝阳区金盏乡沙窝村村西,5,{'北京市朝阳区金盏乡沙窝村村西': 5}
5752,5753,北京市朝阳区金盏乡长店村8号,4,"{'北京市朝阳区金盏乡长店村8号': 4, '北京市朝阳区酒仙桥北路1号': 1}"
5753,5754,北京市朝阳区金盏乡马各庄村南库房Ｃ７号,1,"{'北京市朝阳区金盏乡马各庄村南库房Ｃ７号': 1, '北京市大兴区城乡世纪广场2号楼962室': 1, '北京市朝阳区平房乡姚家园西里1号院1号楼北侧3层321室': 1}"
5754,5755,北京市朝阳区平房乡平房村北823号,2,{'北京市朝阳区平房乡平房村北823号': 2}
5755,5756,北京市朝阳区金盏乡金盏南路2号,2,"{'北京市朝阳区金盏乡西村金盏南路2号': 1, '北京市朝阳区金盏乡金盏南路2号': 2}"
5756,5757,北京市朝阳区金盏乡东窑村农机站,2,{'北京市朝阳区金盏乡东窑村农机站': 2}
5757,5758,北京市朝阳区金盏乡长店村西口2号,4,"{'北京市朝阳区金盏乡长店村西口2号': 4, '北京市顺义区天竺镇管头村': 1}"
5758,5759,北京市朝阳区金盏乡皮村１８６０号,1,"{'北京市朝阳区金盏乡皮村１８６０号': 1, '北京市朝阳区金盏乡皮村1860号': 1}"
5759,5760,北京市朝阳区金盏乡皮村魏家地６号,1,"{'北京市朝阳区金盏乡皮村魏家地６号': 1, '北京市朝阳区金盏乡皮村魏家地6号': 1}"
5760,5761,北京市朝阳区金盏乡杨树岗115号,4,"{'北京市朝阳区金盏乡杨树岗115号': 4, '北京市朝阳区金盏乡杨树岗１１５号': 1}"
5761,5762,北京市朝阳区金盏乡皮村甲6号,2,"{'北京市朝阳区金盏乡皮村甲６号': 1, '北京市朝阳区金盏乡皮村甲6号': 2}"
5762,5763,北京市朝阳区金盏乡北马房村886号,5,{'北京市朝阳区金盏乡北马房村886号': 5}
5763,5764,北京市朝阳区金盏乡西村志岗路6号,3,"{'北京市朝阳区金盏乡西村志岗路6号': 3, '北京市朝阳区金盏乡西村志岗路６号': 1}"
5764,5765,北京市朝阳区金盏乡皮村村北,5,{'北京市朝阳区金盏乡皮村村北': 5}
5765,5766,北京市朝阳区金盏乡沙窝村南8号,4,{'北京市朝阳区金盏乡沙窝村南8号': 4}
5766,5767,北京市朝阳区金盏乡东高路1号雷庄工业区B-1号,2,{'北京市朝阳区金盏乡东高路1号雷庄工业区B-1号': 2}
5767,5768,北京市朝阳区金盏乡马各庄村南工业区东区87号,3,"{'北京市朝阳区金盏乡马各庄村南工业区东区87号': 3, '北京市朝阳区金盏乡马各庄村南工业区东区８７号': 1, '北京市朝阳区金盏乡马各庄村南工业东区87号': 1}"
